web-scraper-order,web-scraper-start-url,pagination,pagination-href,recip,recip-href,name,ingr_list,meth_list,meth_group,ing_group
"1614336326-4996","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","","","Easy summer recipes","","","",""
"1614336382-5032","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Easy vanilla cupcakes","https://www.bbcgoodfood.com/recipes/easy-vanilla-cupcakes","","","[{""meth_list"":""STEP 1""},{""meth_list"":""Heat oven to 180C/160C fan/gas 4. Line 12 holes in a shallow muffin tin with cupcake cases (not muffin cases). Cream the butter and sugar together until the mixture is light and fluffy. Beat the eggs and vanilla in a jug, then beat into the butter mixture a little at a time.""},{""meth_list"":""STEP 2""},{""meth_list"":""Fold the flour into the mixture along with a little milk – the mixture should fall easily off a spoon. Divide the mixture between the cases, filling each one no more than half full.""},{""meth_list"":""STEP 3""},{""meth_list"":""Cook the cakes for 12-15 mins – they should be firm to the touch and slightly golden brown. Cool in the tin for 5 mins, then lift them out gently and leave to cool completely.""},{""meth_list"":""STEP 4""},{""meth_list"":""To make the icing, beat the butter until it is very soft. Beat in the icing sugar a little at a time, then beat in a splash of the milk as you need to give you a soft icing that can be piped easily. Scrape the icing into an icing bag fitted with a star nozzle. Ice the cakes in swirls, starting in the centre and working outwards.""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 180C/160C fan/gas 4. Line 12 holes in a shallow muffin tin with cupcake cases (not muffin cases). Cream the butter and sugar together until the mixture is light and fluffy. Beat the eggs and vanilla in a jug, then beat into the butter mixture a little at a time.""},{""meth_group"":""STEP 2""},{""meth_group"":""Fold the flour into the mixture along with a little milk – the mixture should fall easily off a spoon. Divide the mixture between the cases, filling each one no more than half full.""},{""meth_group"":""STEP 3""},{""meth_group"":""Cook the cakes for 12-15 mins – they should be firm to the touch and slightly golden brown. Cool in the tin for 5 mins, then lift them out gently and leave to cool completely.""},{""meth_group"":""STEP 4""},{""meth_group"":""To make the icing, beat the butter until it is very soft. Beat in the icing sugar a little at a time, then beat in a splash of the milk as you need to give you a soft icing that can be piped easily. Scrape the icing into an icing bag fitted with a star nozzle. Ice the cakes in swirls, starting in the centre and working outwards.""}]","[{""ing_group"":""110g butter , softened""},{""ing_group"":""110g golden caster sugar""},{""ing_group"":""2 eggs""},{""ing_group"":""1 tsp vanilla extract""},{""ing_group"":""110g self-raising flour""},{""ing_group"":""1-2 tbsp milk , plus a little extra for the icing""},{""ing_group"":""125g butter , softened""},{""ing_group"":""185g icing sugar""}]"
"1614336359-5017","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Salted tomato salad","https://www.bbcgoodfood.com/recipes/salted-tomato-salad","","","[{""meth_list"":""STEP 1""},{""meth_list"":""Chop the tomatoes into equal-sized chunks and slice the onion, then transfer them to a bowl. Grate the garlic, then add to the tomatoes, along with the basil leaves.""},{""meth_list"":""STEP 2""},{""meth_list"":""Sprinkle with ½ tsp salt, pour over the oil and toss together. Leave to infuse for up to 30 mins, then serve sprinkled with nigella seeds.""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Chop the tomatoes into equal-sized chunks and slice the onion, then transfer them to a bowl. Grate the garlic, then add to the tomatoes, along with the basil leaves.""},{""meth_group"":""STEP 2""},{""meth_group"":""Sprinkle with ½ tsp salt, pour over the oil and toss together. Leave to infuse for up to 30 mins, then serve sprinkled with nigella seeds.""}]","[{""ing_group"":""300g heritage tomatoes , various shapes and sizes""},{""ing_group"":""1 red onion""},{""ing_group"":""1 garlic clove""},{""ing_group"":""8 small basil leaves""},{""ing_group"":""1 tbsp olive oil""},{""ing_group"":""1 tbsp nigella seeds""}]"
"1614336258-4952","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","","","Mix & match seafood tacos","https://www.bbcgoodfood.com/recipes/mix-match-seafood-tacos","","[{""ingr_list"":""8 crispy corn taco shells""},{""ingr_list"":""2 sushi-grade skinless salmon fillets (about 250g), cut into 1cm cubes (ask your fishmonger)""},{""ingr_list"":""2 tbsp soy sauce""},{""ingr_list"":""2 tbsp Yuzu juice or lime juice""},{""ingr_list"":""1 tsp sesame oil""},{""ingr_list"":""1 avocado , stoned, peeled and cubed""},{""ingr_list"":""nori seaweed , sliced, to serve""},{""ingr_list"":""1 tsp olive oil""},{""ingr_list"":""1 crushed garlic""},{""ingr_list"":""1 tsp crushed ginger""},{""ingr_list"":""3 spring onions , sliced, plus extra to serve""},{""ingr_list"":""1⁄2 tsp finely chopped red chilli""},{""ingr_list"":""250g raw king prawns , roughly chopped""},{""ingr_list"":""1 lime , zested and juiced, plus wedges to serve""},{""ingr_list"":""1⁄2 small bunch coriander , leaves picked""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""For the salmon, combine all the ingredients, except the avocado and seaweed, in a bowl and mix well. Cover and leave to marinate in the fridge while you prepare the other ingredients.""},{""meth_group"":""STEP 2""},{""meth_group"":""For the prawns, heat the olive oil in a pan over a high heat. Add the garlic, ginger, spring onions and chilli, stirring into the oil for 20 secs. Add the prawns and stir constantly until cooked through and pink. Remove from the heat and stir through the lime zest and juice.""},{""meth_group"":""STEP 3""},{""meth_group"":""Stir the avocado into the salmon and warm the taco shells following pack instructions. Fill each taco with the prawns or the salmon. Top the salmon tacos with the seaweed and the prawn tacos with coriander and extra spring onions. Squeeze over lime wedges to serve.""}]","[{""ing_group"":""8 crispy corn taco shells""},{""ing_group"":""2 sushi-grade skinless salmon fillets (about 250g), cut into 1cm cubes (ask your fishmonger)""},{""ing_group"":""2 tbsp soy sauce""},{""ing_group"":""2 tbsp Yuzu juice or lime juice""},{""ing_group"":""1 tsp sesame oil""},{""ing_group"":""1 avocado , stoned, peeled and cubed""},{""ing_group"":""nori seaweed , sliced, to serve""},{""ing_group"":""1 tsp olive oil""},{""ing_group"":""1 crushed garlic""},{""ing_group"":""1 tsp crushed ginger""},{""ing_group"":""3 spring onions , sliced, plus extra to serve""},{""ing_group"":""1⁄2 tsp finely chopped red chilli""},{""ing_group"":""250g raw king prawns , roughly chopped""},{""ing_group"":""1 lime , zested and juiced, plus wedges to serve""},{""ing_group"":""1⁄2 small bunch coriander , leaves picked""}]"
"1614336350-5011","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Sweet potatoes with red pepper & halloumi","https://www.bbcgoodfood.com/recipes/sweet-potatoes-red-pepper-halloumi","","","[{""meth_list"":""STEP 1""},{""meth_list"":""Rub each potato with a little oil and salt, then wrap in a double layer of foil.""},{""meth_list"":""STEP 2""},{""meth_list"":""Pour the oil into a bowl and stir in the mint. Add the halloumi and toss until well coated in the minty oil. Wrap each piece in a strip of pepper. Cut four lengths of foil about 1cm wide and wrap one around the middle of each parcel to hold them together. You could use skewers instead, but be careful not to split the cheese.""},{""meth_list"":""STEP 3""},{""meth_list"":""Heat the barbecue. When the coals glow red, put the potatoes directly on them. Cook for 30 mins, turning halfway. Unwrap a potato and check if it is cooked through. If not, rewrap and cook more, checking every 10 mins. Alternatively, bake in the oven at 200C/180C fan/gas 6 for 50 mins-1 hr.""},{""meth_list"":""STEP 4""},{""meth_list"":""Meanwhile cook the pepper parcels on the barbecue or a griddle pan for 3-4 mins each side or until the pepper chars and the cheese melts a bit. Remove from the grill and unwind the foil or remove the skewers. Split the potatoes, add butter if you like, then lay a parcel in the centre of each. Add a squeeze of lemon and scatter over some parsley to serve.""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Rub each potato with a little oil and salt, then wrap in a double layer of foil.""},{""meth_group"":""STEP 2""},{""meth_group"":""Pour the oil into a bowl and stir in the mint. Add the halloumi and toss until well coated in the minty oil. Wrap each piece in a strip of pepper. Cut four lengths of foil about 1cm wide and wrap one around the middle of each parcel to hold them together. You could use skewers instead, but be careful not to split the cheese.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat the barbecue. When the coals glow red, put the potatoes directly on them. Cook for 30 mins, turning halfway. Unwrap a potato and check if it is cooked through. If not, rewrap and cook more, checking every 10 mins. Alternatively, bake in the oven at 200C/180C fan/gas 6 for 50 mins-1 hr.""},{""meth_group"":""STEP 4""},{""meth_group"":""Meanwhile cook the pepper parcels on the barbecue or a griddle pan for 3-4 mins each side or until the pepper chars and the cheese melts a bit. Remove from the grill and unwind the foil or remove the skewers. Split the potatoes, add butter if you like, then lay a parcel in the centre of each. Add a squeeze of lemon and scatter over some parsley to serve.""}]","[{""ing_group"":""4 medium sweet potatoes""},{""ing_group"":""1 tbsp olive oil""},{""ing_group"":""8 mint leaves , finely chopped""},{""ing_group"":""225g halloumi , cut into 4 slices""},{""ing_group"":""4 fat strips grilled red pepper""},{""ing_group"":""butter (optional)""},{""ing_group"":""1 lemon , halved""},{""ing_group"":""small bunch parsley , chopped""}]"
"1614336487-5060","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/2","","","Easy summer recipes","","","",""
"1614336373-5024","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Choc hazelnut ice cream sandwich","https://www.bbcgoodfood.com/recipes/choc-hazelnut-ice-cream-sandwich","Choc hazelnut ice cream sandwich","","","[{""meth_group"":""STEP 1""},{""meth_group"":""Put a scoop of ice cream on 2 cookies, then top with 2 more cookies and squish down a bit so the ice cream reaches the edges.""},{""meth_group"":""STEP 2""},{""meth_group"":""Put the hazelnuts on a plate. Roll the sides of each ice cream sandwich through the nuts, like a wheel, to create a nutty edge, then either pop in the freezer if you want to serve them later, or devour immediately.""}]","[{""ing_group"":""2 scoops chocolate & salted caramel ice cream , softened""},{""ing_group"":""4 double chocolate cookies""},{""ing_group"":""2 handfuls hazelnuts , roasted and chopped""}]"
"1614336373-5025","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Choc hazelnut ice cream sandwich","https://www.bbcgoodfood.com/recipes/choc-hazelnut-ice-cream-sandwich","","[{""ingr_list"":""2 scoops chocolate & salted caramel ice cream , softened""},{""ingr_list"":""4 double chocolate cookies""},{""ingr_list"":""2 handfuls hazelnuts , roasted and chopped""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""Put a scoop of ice cream on 2 cookies, then top with 2 more cookies and squish down a bit so the ice cream reaches the edges.""},{""meth_group"":""STEP 2""},{""meth_group"":""Put the hazelnuts on a plate. Roll the sides of each ice cream sandwich through the nuts, like a wheel, to create a nutty edge, then either pop in the freezer if you want to serve them later, or devour immediately.""}]","[{""ing_group"":""2 scoops chocolate & salted caramel ice cream , softened""},{""ing_group"":""4 double chocolate cookies""},{""ing_group"":""2 handfuls hazelnuts , roasted and chopped""}]"
"1614336369-5022","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Mozzarella sticks","https://www.bbcgoodfood.com/recipes/mozzarella-dippers","","[{""ingr_list"":""400g block mozzarella (not in water)""},{""ingr_list"":""50g flour""},{""ingr_list"":""2 eggs""},{""ingr_list"":""150g breadcrumbs""},{""ingr_list"":""2 tsp smoked paprika""},{""ingr_list"":""2 tsp dried oregano""},{""ingr_list"":""vegetable or sunflower oil for frying""},{""ingr_list"":""dips , to serve""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""Cut the mozzarella into ‘chips’. Tip the flour into a bowl and season well. Whisk the eggs in a second bowl and tip the breadcrumbs, paprika and oregano into a third. Coat the mozzarella sticks in the flour, then the egg, then the breadcrumbs. Transfer to a parchment-lined tray and freeze for at least 2 hrs.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat enough oil to come 2-3cm up the side of a saucepan. When hot, drop in a test chip – it should sizzle straight away and brown within a minute or two. The secret is to cook them long enough to crisp up the outside without letting the mozzarella ooze out – it may take you a few practice chips to get it right. Cook the chips in batches and drain on kitchen paper. Serve hot with your favourite dip.""}]","[{""ing_group"":""400g block mozzarella (not in water)""},{""ing_group"":""50g flour""},{""ing_group"":""2 eggs""},{""ing_group"":""150g breadcrumbs""},{""ing_group"":""2 tsp smoked paprika""},{""ing_group"":""2 tsp dried oregano""},{""ing_group"":""vegetable or sunflower oil for frying""},{""ing_group"":""dips , to serve""}]"
"1614336341-5005","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Roast pistachio-stuffed peaches with orange blossom cream","https://www.bbcgoodfood.com/recipes/roast-pistachio-stuffed-peaches-orange-blossom-cream","","","[{""meth_list"":""STEP 1""},{""meth_list"":""Heat oven to 180C/160C fan/gas 4. Put the peach halves in a gratin dish in a single layer without too much space around them (otherwise the apple juice will simply reduce and burn).""},{""meth_list"":""STEP 2""},{""meth_list"":""Crush the pistachios roughly using a pestle and mortar, then mix in the lemon zest, sugar, egg and 1 tsp orange blossom water. Fill the cavity of each peach with this stuffing, mounding it over the top if you have too much.""},{""meth_list"":""STEP 3""},{""meth_list"":""Mix the apple juice with the rest of the orange blossom water and pour it around the peaches. Bake for 30-45 mins, depending on ripeness. The peaches should be tender and slightly caramelised on the top.""},{""meth_list"":""STEP 4""},{""meth_list"":""Whip the cream until it holds its shape, then add the orange zest and sugar, and taste for sweetness. Stir in 1/2 tsp of the orange blossom water and taste. Add more if you like, but be careful not to make the cream too perfumed.""},{""meth_list"":""STEP 5""},{""meth_list"":""Serve the peaches at room temperature, with a little icing sugar sifted on top, some of the cooking juices spooned around and the cream on the side.""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 180C/160C fan/gas 4. Put the peach halves in a gratin dish in a single layer without too much space around them (otherwise the apple juice will simply reduce and burn).""},{""meth_group"":""STEP 2""},{""meth_group"":""Crush the pistachios roughly using a pestle and mortar, then mix in the lemon zest, sugar, egg and 1 tsp orange blossom water. Fill the cavity of each peach with this stuffing, mounding it over the top if you have too much.""},{""meth_group"":""STEP 3""},{""meth_group"":""Mix the apple juice with the rest of the orange blossom water and pour it around the peaches. Bake for 30-45 mins, depending on ripeness. The peaches should be tender and slightly caramelised on the top.""},{""meth_group"":""STEP 4""},{""meth_group"":""Whip the cream until it holds its shape, then add the orange zest and sugar, and taste for sweetness. Stir in 1/2 tsp of the orange blossom water and taste. Add more if you like, but be careful not to make the cream too perfumed.""},{""meth_group"":""STEP 5""},{""meth_group"":""Serve the peaches at room temperature, with a little icing sugar sifted on top, some of the cooking juices spooned around and the cream on the side.""}]","[{""ing_group"":""6 peaches , halved and pitted""},{""ing_group"":""100g pistachios (shelled weight)""},{""ing_group"":""½ lemon , finely zested""},{""ing_group"":""1 ½ tbsp caster sugar""},{""ing_group"":""1 small egg , beaten""},{""ing_group"":""3 tsp orange blossom water""},{""ing_group"":""250ml apple juice""},{""ing_group"":""icing sugar , to serve""},{""ing_group"":""250ml double or whipping cream""},{""ing_group"":""½ orange , zested""},{""ing_group"":""2 tbsp icing sugar (or to taste)""},{""ing_group"":""1 tsp orange blossom water""}]"
"1614336304-4982","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","","","Veggie Indian burger","https://www.bbcgoodfood.com/recipes/veggie-indian-burger","","[{""ingr_list"":""2 vegetarian bean burgers""},{""ingr_list"":""¼ red onion""},{""ingr_list"":""¼ cucumber""},{""ingr_list"":""½ large ripe tomato""},{""ingr_list"":""¼ small bunch  coriander""},{""ingr_list"":""2 seeded wholemeal  burger buns""},{""ingr_list"":""2 tbsp raita""},{""ingr_list"":""2 tbsp mango chutney""},{""ingr_list"":""20g spicy Bombay mix""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""Cook the vegetarian bean burgers following pack instructions. Finely chop the red onion, cucumber, tomato and coriander and mix together in a bowl. Lightly toast the burger buns. Divide the raita, burgers, mango chutney, the tomato, onion and cucumber salad and Bombay mix between each bun.""}]","[{""ing_group"":""2 vegetarian bean burgers""},{""ing_group"":""¼ red onion""},{""ing_group"":""¼ cucumber""},{""ing_group"":""½ large ripe tomato""},{""ing_group"":""¼ small bunch  coriander""},{""ing_group"":""2 seeded wholemeal  burger buns""},{""ing_group"":""2 tbsp raita""},{""ing_group"":""2 tbsp mango chutney""},{""ing_group"":""20g spicy Bombay mix""}]"
"1614336229-4933","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","","","Charred nectarine & prosciutto panzanella","https://www.bbcgoodfood.com/recipes/charred-nectarine-prosciutto-panzanella","Charred nectarine & prosciutto panzanella","","","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 200C/180C fan/gas 6. Brush the bread with 1 tbsp of the olive oil and scatter over some sea salt and thyme leaves. Roast for 15 mins, turning once, until crispy and golden. Break up into a bowl and toss with the capers.""},{""meth_group"":""STEP 2""},{""meth_group"":""Meanwhile, whisk together the lemon juice, 2 tbsp olive oil, a pinch of salt and the mustard to make a dressing, then pour half over the bread.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat a grill pan to a high heat and sprinkle in some sea salt. Drizzle the nectarines with the remaining 1 tbsp oil and grill, flesh-side down, until charred. Add to the bowl with the bread, along with the basil, sorrel, chervil and tarragon.""},{""meth_group"":""STEP 4""},{""meth_group"":""Season and toss everything together, then pile onto a serving platter. Top with the ricotta, prosciutto and hazelnuts, and serve with the remaining dressing on the side, if you like.""}]","[{""ing_group"":""3 slices sourdough""},{""ing_group"":""4 tbsp olive oil""},{""ing_group"":""1 tbsp thyme leaves""},{""ing_group"":""1 tbsp capers""},{""ing_group"":""1⁄2 lemon , juiced""},{""ing_group"":""2 tsp Dijon mustard""},{""ing_group"":""4-6 ripe nectarines , halved and stoned""},{""ing_group"":""bunch of basil""},{""ing_group"":""50g sorrel or spinach leaves""},{""ing_group"":""handful of chervil""},{""ing_group"":""handful of tarragon""},{""ing_group"":""2 tbsp ricotta""},{""ing_group"":""100g prosciutto""},{""ing_group"":""handful of roasted hazelnuts , chopped""}]"
"1614336345-5007","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","BBQ chorizo potato salad","https://www.bbcgoodfood.com/recipes/bbq-chorizo-potato-salad","","[{""ingr_list"":""750g new potatoes , halved if large""},{""ingr_list"":""4-6 large cooking  chorizo (or 12 small ones)""},{""ingr_list"":""150ml soured cream""},{""ingr_list"":""3 tbsp mayonnaise""},{""ingr_list"":""1 tsp Dijon mustard""},{""ingr_list"":""1 celery stalk , finely diced (optional)""},{""ingr_list"":""1 tbsp dill , very finely chopped""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""Put the potatoes in a pan of cold salted water and bring to the boil. Simmer for 15 mins or until tender and a knife goes in easily. Drain the potatoes and return to the pan, then stand for 5-10 mins to steam-dry. Cut them into bite-sized pieces, season with salt, cover and chill until cold.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat the barbecue (or heat a griddle pan if cooking indoors). Halve each large chorizo lengthways and put them, cut-side down, on the barbecue (small chorizo can go on whole). Cook, turning once or twice, until they are crisp around the edges and cooked through. Slice the chorizo into pieces.""},{""meth_group"":""STEP 3""},{""meth_group"":""Combine the soured cream, mayonnaise and mustard, then add to the cold potatoes with the celery and dill. Gently fold the potatoes into the dressing, taking care not to break up them too much. Scatter the chorizo on top to serve.""}]","[{""ing_group"":""750g new potatoes , halved if large""},{""ing_group"":""4-6 large cooking  chorizo (or 12 small ones)""},{""ing_group"":""150ml soured cream""},{""ing_group"":""3 tbsp mayonnaise""},{""ing_group"":""1 tsp Dijon mustard""},{""ing_group"":""1 celery stalk , finely diced (optional)""},{""ing_group"":""1 tbsp dill , very finely chopped""}]"
"1614336247-4947","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","","","Slow-roasted courgettes with fennel & orzo","https://www.bbcgoodfood.com/recipes/slow-roasted-courgettes-fennel-orzo","","","[{""meth_list"":""STEP 1""},{""meth_list"":""Put the saffron in a small bowl and cover with 1/2 tbsp of boiling water. Heat oven to 180C/160C fan/gas 4. Put the fennel in a roasting tin with the tomatoes and bay leaf, drizzle over some oil, season and toss together with the chilli flakes. Pour over the wine. Prick the courgettes all over with a fork and place on top of the fennel. Drizzle with a little more oil, then season and cover with foil.""},{""meth_list"":""STEP 2""},{""meth_list"":""Roast for 1 1/2 - 2 hrs, turning the courgettes halfway through, removing the foil for the last 5 mins. The courgettes should be very soft. Lift the courgettes from the pan and set aside.""},{""meth_list"":""STEP 3""},{""meth_list"":""Meanwhile, heat 1 tbsp olive oil in a frying pan over a medium heat. Add half the lemon zest and breadcrumbs, and gently fry until the bread is golden and crunchy. Set aside.""},{""meth_list"":""STEP 4""},{""meth_list"":""Cook the orzo in a pan of boiling water until al dente, then drain. Toss with the fennel, tomatoes, pine nuts, the saffron and its water. Season.""},{""meth_list"":""STEP 5""},{""meth_list"":""Divide the orzo between plates and add half the ricotta to each, drizzle with olive oil and sprinkle with sea salt. Top with the courgettes and scatter over the breadcrumbs, remaining lemon zest and sprigs of dill.""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Put the saffron in a small bowl and cover with 1/2 tbsp of boiling water. Heat oven to 180C/160C fan/gas 4. Put the fennel in a roasting tin with the tomatoes and bay leaf, drizzle over some oil, season and toss together with the chilli flakes. Pour over the wine. Prick the courgettes all over with a fork and place on top of the fennel. Drizzle with a little more oil, then season and cover with foil.""},{""meth_group"":""STEP 2""},{""meth_group"":""Roast for 1 1/2 - 2 hrs, turning the courgettes halfway through, removing the foil for the last 5 mins. The courgettes should be very soft. Lift the courgettes from the pan and set aside.""},{""meth_group"":""STEP 3""},{""meth_group"":""Meanwhile, heat 1 tbsp olive oil in a frying pan over a medium heat. Add half the lemon zest and breadcrumbs, and gently fry until the bread is golden and crunchy. Set aside.""},{""meth_group"":""STEP 4""},{""meth_group"":""Cook the orzo in a pan of boiling water until al dente, then drain. Toss with the fennel, tomatoes, pine nuts, the saffron and its water. Season.""},{""meth_group"":""STEP 5""},{""meth_group"":""Divide the orzo between plates and add half the ricotta to each, drizzle with olive oil and sprinkle with sea salt. Top with the courgettes and scatter over the breadcrumbs, remaining lemon zest and sprigs of dill.""}]","[{""ing_group"":""pinch of saffron""},{""ing_group"":""1⁄2 bulb of fennel , sliced""},{""ing_group"":""100g cherry tomatoes , halved""},{""ing_group"":""1 bay leaf""},{""ing_group"":""2 tbsp olive oil""},{""ing_group"":""pinch of dried chilli flakes""},{""ing_group"":""120ml dry white wine""},{""ing_group"":""4-6 baby to medium-sized courgettes""},{""ing_group"":""1 lemon , zested""},{""ing_group"":""50g sourdough breadcrumbs""},{""ing_group"":""200g orzo""},{""ing_group"":""1 tbsp pine nuts , toasted""},{""ing_group"":""1 tbsp ricotta""},{""ing_group"":""handful of dill""}]"
"1614336583-5120","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/2","Griddled halloumi with watermelon & caper breadcrumbs","https://www.bbcgoodfood.com/recipes/griddled-halloumi-watermelon-caper-breadcrumbs","","","[{""meth_list"":""STEP 1""},{""meth_list"":""Cut the watermelon into either cubes or slices and transfer to a bowl with the shallots. Add 4 tbsp extra virgin olive oil and the balsamic, then season with fresh black pepper. Cover and put in the fridge for about 15-20 mins.""},{""meth_list"":""STEP 2""},{""meth_list"":""Heat the remaining oil in a frying pan. Fry the breadcrumbs until turning gold. Add the garlic, chilli and capers and cook for another minute, then toss in the almonds. Remove from the heat, add the torn mint (it will wilt a little), then taste – it will be quite salty, but the watermelon won’t be, so you’ll get a good contrast.""},{""meth_list"":""STEP 3""},{""meth_list"":""Brush the halloumi with a little oil and heat a griddle pan. Griddle the cheese on both sides until just starting to melt but still holding its shape, with nice golden griddle marks. Toss the cold watermelon and shallots with the rest of the mint leaves and some salt. Divide between four plates, or pile onto a platter. Put the hot halloumi on top. Squeeze over some lemon juice and top with some of the breadcrumb and caper mix. Serve immediately.""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Cut the watermelon into either cubes or slices and transfer to a bowl with the shallots. Add 4 tbsp extra virgin olive oil and the balsamic, then season with fresh black pepper. Cover and put in the fridge for about 15-20 mins.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat the remaining oil in a frying pan. Fry the breadcrumbs until turning gold. Add the garlic, chilli and capers and cook for another minute, then toss in the almonds. Remove from the heat, add the torn mint (it will wilt a little), then taste – it will be quite salty, but the watermelon won’t be, so you’ll get a good contrast.""},{""meth_group"":""STEP 3""},{""meth_group"":""Brush the halloumi with a little oil and heat a griddle pan. Griddle the cheese on both sides until just starting to melt but still holding its shape, with nice golden griddle marks. Toss the cold watermelon and shallots with the rest of the mint leaves and some salt. Divide between four plates, or pile onto a platter. Put the hot halloumi on top. Squeeze over some lemon juice and top with some of the breadcrumb and caper mix. Serve immediately.""}]","[{""ing_group"":""750g watermelon""},{""ing_group"":""2 small shallots , very finely sliced""},{""ing_group"":""100ml extra virgin olive oil , plus extra for brushing and to serve""},{""ing_group"":""4 tsp white balsamic vinegar""},{""ing_group"":""300g halloumi , sliced""},{""ing_group"":""good squeeze of lemon juice""},{""ing_group"":""75g slightly stale country bread , crusts removed, blitzed into coarse breadcrumbs""},{""ing_group"":""1-2 cloves garlic , finely chopped""},{""ing_group"":""½ medium red chilli , halved, deseeded and chopped""},{""ing_group"":""2½ tbsp capers , rinsed""},{""ing_group"":""50g blanched almonds , toasted and chopped""},{""ing_group"":""small bunch of mint , leaves picked, half of them torn""}]"
"1614336587-5123","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/2","Chipotle gazpacho","https://www.bbcgoodfood.com/recipes/chipotle-gazpacho","","","[{""meth_list"":""STEP 1""},{""meth_list"":""Put the tomatoes, pepper, cucumber, two of the spring onions, the garlic, half the almonds, half the lime juice, and all the olive oil and chipotle paste into a blender. Whizz until almost smooth. Pour into a jug and chill for at least 2 hrs.""},{""meth_list"":""STEP 2""},{""meth_list"":""When ready to eat, toss the remaining spring onion, avocado, chilli and coriander with the remaining lime juice. Ladle the soup into four bowls and top with the avocado salsa and reserved almonds.""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Put the tomatoes, pepper, cucumber, two of the spring onions, the garlic, half the almonds, half the lime juice, and all the olive oil and chipotle paste into a blender. Whizz until almost smooth. Pour into a jug and chill for at least 2 hrs.""},{""meth_group"":""STEP 2""},{""meth_group"":""When ready to eat, toss the remaining spring onion, avocado, chilli and coriander with the remaining lime juice. Ladle the soup into four bowls and top with the avocado salsa and reserved almonds.""}]","[{""ing_group"":""1kg ripe tomatoes , roughly chopped""},{""ing_group"":""1 large red pepper , deseeded and roughly chopped""},{""ing_group"":""½ cucumber , sliced""},{""ing_group"":""4 spring onions , finely sliced""},{""ing_group"":""1 small garlic clove , grated""},{""ing_group"":""40g blanched almonds , roughly chopped""},{""ing_group"":""3 limes , juiced""},{""ing_group"":""2 tbsp olive oil""},{""ing_group"":""2 tsp chipotle paste""},{""ing_group"":""1 large, ripe avocado , cubed""},{""ing_group"":""1 small red chilli , deseeded and finely chopped""},{""ing_group"":""½ small bunch coriander , finely chopped""}]"
